恒大雅苑 前面绿地和湖景 看房随时联系 精装修房,恒大雅苑 -宝华商圈,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,80,"6,558元/平"
临湖大四房 满五唯一 拎包入住 业主急售,碧桂园凤凰城临湖苑 -凤凰城商圈,4室2厅 | 142.68平米 | 南 | 精装 | 中楼层(共17层)  | 塔楼,95,"6,659元/平"
小区是新交付的小区，小区环境物业服务好，人车分流，,碧桂园凤凰城星悦湾 -凤凰城商圈,3室2厅 | 90.11平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,50,"5,549元/平"
彩虹城 2室2厅 南,彩虹城 -宝华商圈,2室2厅 | 81.22平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,55,"6,772元/平"
房主诚心出售，楼栋位置佳，没人住过的二手新房,碧桂园凤凰城星悦湾 -凤凰城商圈,3室2厅 | 103.28平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,56,"5,423元/平"
业主急售 好楼层  采光好  景观房 宝华山景一览无遗,碧桂园伯爵山 -宝华商圈,3室2厅 | 110.45平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,85,"7,696元/平"
满两年，地铁口，楼层好，有设施，交通便利，,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室2厅 | 94.63平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,51.4,"5,432元/平"
高入住率小区，交通便利，生活方便，采光好,京东紫晶 -宝华商圈,2室1厅 | 48平米 | 南 | 精装 | 低楼层(共35层)  | 板塔结合,28,"5,834元/平"
临湖苑好位置靠大门带车位诚心出售,碧桂园凤凰城临湖苑 -凤凰城商圈,3室1厅 | 125平米 | 南 北 | 精装 | 低楼层(共31层)  | 塔楼,65,"5,200元/平"
濠锋星钻 2室2厅 南,濠锋星钻 -宝华商圈,2室2厅 | 82.53平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,55,"6,665元/平"
百米地铁口一天未住过产证满二诚心卖，采光好,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室1厅 | 95.2平米 | 南 | 简装 | 中楼层(共31层)  | 塔楼,47,"4,937元/平"
地铁好房 环境优美 物业给力 贴心管家,碧桂园凤凰城临湖苑 -凤凰城商圈,4室2厅 | 143.25平米 | 南 北 | 简装 | 高楼层(共17层)  | 塔楼,93,"6,493元/平"
格局视野开阔，出行方便，户型方正宽敞透,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室1厅 | 115.86平米 | 南 北 | 精装 | 低楼层(共32层)  | 塔楼,60.5,"5,222元/平"
南北通透型，精装全不带走。小区环境优美，高品质小区,恒大雅苑 -宝华商圈,3室2厅 | 132.26平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,89.9,"6,798元/平"
碧桂园凤凰城云玺苑 大三房 好户型 带车位,云玺苑 -凤凰城商圈,3室1厅 | 133平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,70,"5,264元/平"
汤山东17层总高142平大四房 采光充足 楼层好 湖景房,碧桂园凤凰城芷兰湾 -凤凰城商圈,4室2厅 | 142.34平米 | 南 北 | 精装 | 低楼层(共17层)  | 塔楼,74,"5,199元/平"
"业主诚心卖, 视野宽阔 满眼碧绿，养眼养心",碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共17层)  | 板楼,97,"6,929元/平"
南京首站婚装好房 仙林悦城 好房推荐 随时看房,仙林悦城 -宝华商圈,2室2厅 | 90.68平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,61,"6,727元/平"
楼层好 采光好 位置佳 业主诚心出售,恒大雅苑 -宝华商圈,3室2厅 | 126.75平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,88,"6,943元/平"
近南京，房子格局好，户型方正，双地铁交通便利,仙林悦城新街坊 -宝华商圈,3室2厅 | 115.13平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,71,"6,167元/平"
碧桂园仙林东郡精装2房，环境优美，通风采光好,碧桂园仙林东郡 -宝华商圈,2室2厅 | 78.18平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,51,"6,524元/平"
南京东 近地铁 洋房产品 配套齐全 交通便利,逸品汤山 -凤凰城商圈,3室1厅 | 132.38平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,71,"5,364元/平"
南北通透大三房，毛坯可以任意装修！随时看房！,碧桂园·江南世家 -句容主城商圈,3室2厅 | 117平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,52,"4,445元/平"
碧桂园凤凰城翰林湾三房新空毛坯看房方便,碧桂园凤凰城翰林湾 -凤凰城商圈,3室1厅 | 133.64平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,70,"5,238元/平"
海伦堡云麓小院 3室2厅 南,海伦堡云麓小院 -宝华商圈,3室2厅 | 118.78平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,84,"7,072元/平"
二次精装30万 楼层好 拎包入住 满两年 诚心卖,恒大雅苑 -宝华商圈,5室2厅 | 171平米 | 南 北 | 精装 | 中楼层(共33层)  | 塔楼,110,"6,433元/平"
此房为两房一卫 楼层好 景观视野好,碧桂园凤凰城柏丽湾 -凤凰城商圈,2室1厅 | 89.63平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,45,"5,021元/平"
碧桂园世纪城邦优质两房！！！！！！,碧桂园世纪城邦 -郭庄商圈,2室1厅 | 80平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,35,"4,375元/平"
碧桂园凤凰城精品两房，飞机户型，别墅区旁安静舒适,碧桂园凤凰城芷兰湾 -凤凰城商圈,2室1厅 | 82.53平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,45,"5,453元/平"
京东紫晶 2室2厅 西南,京东紫晶 -宝华商圈,2室2厅 | 48平米 | 西南 | 精装 | 中楼层(共35层)  | 板塔结合,35,"7,292元/平"
万达茂旁 精装两房大阳台楼层好 交通便利 生活方便,恒大雅苑 -宝华商圈,2室1厅 | 91平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,56,"6,154元/平"
视野开阔，采光好 正对南面，享受阳光浴,碧桂园凤凰城凤鸣苑 -凤凰城商圈,2室2厅 | 87.86平米 | 南 | 简装 | 高楼层(共29层)  | 塔楼,41,"4,667元/平"
仙林东香山壹境 别墅视野 采光充足 俯视宝华山,香山壹境 -宝华商圈,2室2厅 | 71平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,45,"6,339元/平"
房东很好讲话，认清市场，价格可谈，随时签约,恒大雅苑 -宝华商圈,2室1厅 | 86平米 | 南 | 简装 | 低楼层(共33层)  | 塔楼,55.5,"6,454元/平"
价格好谈，大两房，楼前无遮挡，采光足，房东急卖,碧桂园凤凰城翰林湾 -凤凰城商圈,2室2厅 | 87.42平米 | 东南 南 | 精装 | 高楼层(共31层)  | 塔楼,41,"4,691元/平"
满二年   近地铁   小区环境好  视野空旷,碧桂园凤凰城·凤仪苑 -凤凰城商圈,2室2厅 | 88平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,43.8,"4,978元/平"
凤雅苑毛坯两房 业主急售 苏州园林景观生活方便,碧桂园凤凰城凤雅苑 -凤凰城商圈,2室1厅 | 87.25平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,40,"4,585元/平"
楼层好，采光充足，配套设施完整，交通便利,京东紫晶 -宝华商圈,2室1厅 | 46.63平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,34,"7,292元/平"
黄梅新村 精装修1楼带附房  大两房 位置好,黄梅新村中区 -凤凰城商圈,2室2厅 | 84平米 | 南 | 精装 | 低楼层(共7层)  | 板塔结合,37,"4,405元/平"
底价急售翰林湾毛坯小两房看上价格可以谈,碧桂园凤凰城翰林湾 -凤凰城商圈,2室2厅 | 87.41平米 | 南 | 简装 | 中楼层(共31层)  | 塔楼,39,"4,462元/平"
万达茂东 近地铁 品质小区 品牌物业 户型方正 采光好,仙林悦城 -宝华商圈,2室2厅 | 82.81平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,57,"6,884元/平"
九曲花苑R区东边视野开阔能通车库诚心出售有车位,九曲花苑 -宝华商圈,4室2厅 | 157.31平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,147,"9,345元/平"
南京东 地铁口 三房两卫拎包入住,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室2厅 | 133.92平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,72,"5,377元/平"
视野好，采光好。交通方便，配套设施好,碧桂园凤凰城·凤仪苑 -凤凰城商圈,2室1厅 | 56.74平米 | 南 | 精装 | 中楼层(共19层)  | 塔楼,34,"5,993元/平"
小区二期好楼层 业主诚信急售 全新未住 随时看房,仙林悦城 -宝华商圈,2室1厅 | 81.51平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,52,"6,380元/平"
仙林东 宝华镇 海伦堡小区 看房方便,海伦堡云麓小院 -宝华商圈,3室2厅 | 96平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,68,"7,084元/平"
百米地铁口 产证满五 诚心卖，阳台封闭家电齐全采光好,碧桂园凤凰城翰林湾 -凤凰城商圈,3室1厅 | 123平米 | 东南 南 | 精装 | 中楼层(共27层)  | 板楼,65,"5,285元/平"
仙林东精装两房，中间楼层，业主急售,京东紫晶 -宝华商圈,2室1厅 | 61.93平米 | 北 | 精装 | 中楼层(共35层)  | 板塔结合,30,"4,845元/平"
精装自住 带地暖 万达旁 含车位设施全留 拎包入住！,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 116平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,105,"9,052元/平"
临湖苑哇塞大三房 ，东边户，二次装修， 无遮无挡,碧桂园凤凰城临湖苑 -凤凰城商圈,3室2厅 | 126.37平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,70,"5,540元/平"
精装修拎包入住，环境好，位置也不错，价格可谈,碧桂园凤凰城水蓝湾 -凤凰城商圈,3室1厅 | 92平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,51.5,"5,598元/平"
恒大雅苑 湖景精装大两房 二次装修 设施齐全 拎包入住,恒大雅苑 -宝华商圈,2室1厅 | 95平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,68,"7,158元/平"
万达茂旁 精装三房 楼层好采光无遮挡生活方便交通便利,和昌仙林国际 -宝华商圈,3室2厅 | 90.02平米 | 南 | 精装 | 高楼层(共29层)  | 板楼,65,"7,221元/平"
万达茂旁 精装三房 楼层好采光无遮挡 近地铁 生活方便,彩虹城 -宝华商圈,3室2厅 | 86.47平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,73,"8,443元/平"
楼层好视野宽广，采光充足，配套设施齐全，交通便利,仙林悦城 -宝华商圈,3室2厅 | 116平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,71,"6,121元/平"
四季金辉 纯人车分流 户型方正 采光充足,四季金辉 -宝华商圈,3室2厅 | 89.25平米 | 南 | 毛坯 | 低楼层(共34层)  | 塔楼,59.4,"6,656元/平"
临湖地铁口位置，满二有车位，视野开阔无遮挡,碧桂园凤凰城临湖苑 -凤凰城商圈,5室2厅 | 270.88平米 | 南 北 | 精装 | 中楼层(共31层)  | 塔楼,165,"6,092元/平"
满两年 楼层好 采光足 视野好,四季金辉 -宝华商圈,3室2厅 | 87平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,73,"8,391元/平"
仙林东 香山意境 76平 2+1房型 业主急售 中间楼层,香山壹境 -宝华商圈,2室1厅 | 76平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,42,"5,527元/平"
华府二期精装地暖房，好楼层视野 采光无遮挡 有车位,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共32层)  | 平房,90,"7,693元/平"
此房户型方正采光好小区环境好交通便利满五年,恒大雅苑 -宝华商圈,3室2厅 | 129平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,88,"6,822元/平"
山景住宅  大学印象二期 位置好 业主诚心出售,碧桂园大学印象 -宝华商圈,4室2厅 | 125.21平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,90,"7,188元/平"
家具家电全部留下 此房二次装修 满二年 楼层好 采光好,恒大雅苑 -宝华商圈,4室2厅 | 159.36平米 | 南 北 | 精装 | 中楼层(共33层)  | 塔楼,105,"6,589元/平"
品质小区 品牌物业 户型方正 带100平大露台 采光好,碧桂园大学印象 -宝华商圈,4室2厅 | 188.7平米 | 南 | 毛坯 | 高楼层(共25层)  | 板楼,148,"7,844元/平"
仙林天正理想城 四室两厅两卫 边户 有私家车位 满二年,天正理想城 -宝华商圈,4室2厅 | 120平米 | 南 | 毛坯 | 低楼层(共34层)  | 塔楼,78,"6,500元/平"
仙林东 宝华山  翡翠华府 精装修三房,碧桂园翡翠华府 -宝华商圈,3室2厅 | 95.97平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,73,"7,607元/平"
格局好，楼层好，采光足，视野开阔，朝南,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 简装 | 高楼层(共32层)  | 暂无数据,88,"7,522元/平"
精装修带地暖 中间楼层 跨区大阳台 有车位 视野无遮挡,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 96.2平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,75,"7,797元/平"
房东急售 翡翠华府二期大阳台拎包入住,碧桂园翡翠华府二期 -宝华商圈,3室1厅 | 97.8平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,77,"7,874元/平"
南京城东 碧桂园凤凰城 精装三房带暖气 南北通透车位,碧桂园凤凰城幸福里 -凤凰城商圈,3室1厅 | 135.46平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,67.5,"4,984元/平"
通透户型 格局好，楼层好，采光足，视野开阔,碧桂园翡翠华府 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,78,"8,211元/平"
满二，地铁口旁，采光好，视野开阔，交通便利,碧桂园凤凰城水蓝湾 -凤凰城商圈,3室2厅 | 92平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,50,"5,435元/平"
"房子位置好 视野佳 小区位置好,近地铁",碧桂园凤凰城临湖苑 -凤凰城商圈,3室1厅 | 101平米 | 东南 | 简装 | 低楼层(共33层)  | 塔楼,55,"5,446元/平"
采光充足无遮挡，楼层好，地铁口好房子,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室2厅 | 92平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,46,"5,000元/平"
碧桂园凤凰城柏丽湾小三房看房方便靠地铁口 诚心出售,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室2厅 | 90.54平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,46,"5,081元/平"
主流动静分离 得房率高 四方四正 绿化好 配套成熟,四季金辉 -宝华商圈,3室2厅 | 76.31平米 | 南 | 简装 | 高楼层(共33层)  | 塔楼,54,"7,077元/平"
碧桂园大学印象峰景苑 3室2厅 南,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,61,"6,422元/平"
四季金辉品质小区南北通透采光好楼层好前后无遮挡,四季金辉 -宝华商圈,3室2厅 | 79.93平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板楼,53,"6,631元/平"
仙林大道旁，精装两房，户型方正采光好,京东紫晶 -宝华商圈,2室1厅 | 55平米 | 南 | 精装 | 高楼层(共35层)  | 板塔结合,37,"6,728元/平"
翰林湾地铁口 业主二次装修 诚心出售 低楼层价格可谈,碧桂园凤凰城翰林湾 -凤凰城商圈,3室2厅 | 133.31平米 | 南 | 简装 | 低楼层(共33层)  | 塔楼,67.8,"5,086元/平"
品质小区 品牌物业 户型方正 采光好,天正理想城 -宝华商圈,2室1厅 | 74.3平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,47,"6,326元/平"
仙林悦城 2室2厅 南,仙林悦城 -宝华商圈,2室2厅 | 82.7平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,50,"6,046元/平"
此房6层洋房，带电梯，得房率高，看房方便,逸品汤山二期 -凤凰城商圈,2室1厅 | 83平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,41,"4,940元/平"
南巷社区汤山鎏园小洋房，两房毛坯交付,汤山鎏园 -凤凰城商圈,2室1厅 | 86.31平米 | 南 | 毛坯 | 11层  | 暂无数据,39.8,"4,612元/平"
地铁口 户型好  配套齐全 业主急售,碧桂园凤凰城翰林湾 -凤凰城商圈,2室1厅 | 87.41平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 塔楼,39.5,"4,519元/平"
精装修大三房，视野开阔中间楼层，价格可谈,碧桂园伯爵山 -宝华商圈,4室2厅 | 148平米 | 南 北 | 精装 | 低楼层(共14层)  | 板楼,108,"7,298元/平"
仙林东 万达茂旁  天正理想城精装修3房,天正理想城 -宝华商圈,3室1厅 | 87.11平米 | 南 | 简装 | 高楼层(共34层)  | 板塔结合,60,"6,888元/平"
南京仙林东，精装加地暖，山景住宅,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 140平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,98,"7,000元/平"
中间楼层 采光视野一级棒 全新精装修 风格清新,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 116.54平米 | 南 | 精装 | 中楼层(共30层)  | 暂无数据,102,"8,753元/平"
价格可谈 宝华山脚下 诚心出售,恒大雅苑 -宝华商圈,3室1厅 | 121.39平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,88,"7,250元/平"
仙林东品质小区山景住宅小区前排中高楼层视野佳,远洋心里 -宝华商圈,3室2厅 | 99.22平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,73,"7,358元/平"
小区环境好配套设施完善交通便利,宝华花园 -宝华商圈,2室2厅 | 89平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,46,"5,169元/平"
仙林悦城 精装四房 诚心出售 随时看房,仙林悦城 -宝华商圈,4室2厅 | 113平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,88,"7,788元/平"
户型方正 阳光充足 精装 诚意者价格可谈,恒大雅苑 -宝华商圈,4室2厅 | 166平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,98,"5,904元/平"
翡翠华府 南北通透 精装四房 中间楼层,碧桂园翡翠华府二期 -宝华商圈,4室2厅 | 141.96平米 | 南 北 | 精装 | 高楼层(共17层)  | 塔楼,132,"9,299元/平"
大学印象 精装四房 好楼层 诚心出售,碧桂园大学印象 -宝华商圈,4室2厅 | 127平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,84,"6,615元/平"
新上房源 价格可谈 单元边户 新空未入住 随时看房,恒大雅苑 -宝华商圈,3室2厅 | 132.71平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,83,"6,255元/平"
精装修，纯边户，一次人没有住过。,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,90,"7,693元/平"
刚需两居室低 随时看房 家具家电齐全,恒大雅苑 -宝华商圈,2室2厅 | 80平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,57,"7,125元/平"
精装四方，地铁口旁，有车位，诚心出售。,碧桂园凤凰城星悦湾 -凤凰城商圈,4室2厅 | 122平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,59,"4,837元/平"
碧桂园凤凰城，临湖苑125出售。。,碧桂园凤凰城临湖苑 -凤凰城商圈,3室2厅 | 125平米 | 南 | 简装 | 中楼层(共33层)  | 塔楼,69,"5,520元/平"
S6地铁口处  满两年 改善大三房116平 景观房,碧桂园凤凰城柏丽湾 -凤凰城商圈,3室2厅 | 116平米 | 南 北 | 简装 | 高楼层(共33层)  | 塔楼,60,"5,173元/平"
